,公司名,城市,公司人数,公司领域,职位,发布时间,工资,工作年限,学历,岗位职责,岗位要求
251,上海龙品信息技术有限公司,上海,50-150人,电商,跨境电商运营,2020-05-29 17:47:53,6k-10k,不限,大专,"1.挖掘适合销往国外的产品，编辑产品销售文案，定时上传产品至跨境电商平台店铺，及时更新产品信息，以保持产品持续良好的销售。
2. 解答客户咨询，处理客户投诉，及时发现产品销售中的问题并加以改正。
3. 确保网店好评率及低分率达到公司要求。
4. 完成上级交予的相关工作任务。

","1. 大专以上学历，专业不限。英文，电子商务，商务英语专业优先录用。
2. 能与国外客户进行书面沟通，能与部门外籍同事用英文正常交流。
3. 能熟练应用电脑。包括能快速打字，熟练应用Word，Excel，PPT，PS等软件。
4. 工作认真负责，做事细心踏实，积极主动，沟通能力强，语言表达能力佳,能灵活解答客户的问题。
5. 具有电子商务平台操作经验（EBAY、亚马逊 或 速卖通）优先考虑。
6. 有志毕业生也可考虑。"
252,上海绚奕网络技术有限公司,上海,15-50人,软件开发、电商,电商运营,2020-05-29 09:39:50,5k-7k,1-3年,大专,1、协助主管电商平台的日常运营；2、协助店铺运营推广、提高店铺点击率和浏览量，达成店铺销售目标；3、熟练操作产品的上下架；4、熟悉淘宝流程及规划，负责完成店铺数据的统计，及同行店铺的数据分析；5、每日监控并汇总公司营销数据、交易数据、销售数据、商品数据及客户资料；6、定期针对推广效果进行跟踪、评估，并提交推广效果的统计分析报表；7、完成运营经理安排的店铺运营工作；,1、大专以上学历，有1年以上淘系线上工作经验；2、熟悉天猫、淘宝、京东等的各种网店操作规则，掌握后台的相关操作；3、 熟悉office等办公软件；4、 性格温和，脾气好，有耐心，有强烈的责任心和团队精神；5、有良好的工作和学习方法，擅长对繁琐的工作进行统筹与规划；5、头脑灵活，吃苦耐劳，能承受工作压力，有较强的执行力。
253,上海润尔健康管理有限公司,上海,50-150人,医疗丨健康,电商运营高级经理/总监(天猫),2020-05-29 10:38:13,15k-20k,3-5年,大专,"1、整体负责电商运营（天猫，淘宝，京东）对业绩负责。
2、对数据敏感， 对天猫平台规则精通，有店铺成功运营经验、单品运作经验。有个护类目或者健康产业操作经验优先。
3、精通淘宝推广工具、直通车、钻展、超级推荐等，并有尖货、爆品打造经验。
4、了解自身品牌，产品，竞争对手，市场，熟悉平台规则从店铺视觉到活动提报以及用户运营有整体感觉并有实操经验。
5、流程体系话运营。从产品SKU设计、定价、策划、详情主图定位到上新有成熟运营体系经验，方法论。

","1、3年以及以上天猫店运营经验，独立操作过天猫商铺。
2、掌握数据化运营。
3、有对接过达人主播等带货经验的优先。"
254,上海众端网络科技有限公司,上海,15-50人,"移动互联网,广告营销",电商运营专员,2020-05-25 12:07:49,6k-10k,1-3年,大专,,
255,仝承服装设计咨询（上海）有限公司,上海,少于15人,电商、其他,电商运营,2020-05-27 13:42:37,10k-15k,1-3年,大专,"负责淘宝店铺的整体规划和运营，日常店铺维护，达成销售额目标；
制定推广方案并实施，通过操作淘内推广工具，优化店铺；
优化标题、关键词，提高点击率与权重；
与平台小二良好沟通，整合内外资源，获取流量增长；
监控数据并做分析，包括流量、竞争店铺、详情等，给出改进策略和建议。

","淘宝、天猫平台1年以上店铺运营经验；
服装类、时尚类目优先；
熟悉平台机制、活动报名、促销方案。
熟悉推广工具、分析工具

基本工资+销售提成"
256,上海旺旺食品集团有限公司,上海,2000人以上,"电商,移动互联网",电商平台客服,2020-05-28 09:43:51,6k-8k,1-3年,大专,"1、负责电子商务销售平台的客户服务工作，有效跟踪客源，做好售前、售后指导和服务工作；
2、熟悉集团产品，可以通过客服系统等途径 等途径，对客户的咨询、信息查询及疑难问题进行快速、专业的解答，促使订单成交；
3、与相关部门紧密配合，协调沟通，协调相关部门做好客户档案等数据整理汇总、更新。

",1、1年以上网店客服工作经验，年龄在20-30岁之间，能适应轮班（做五休二，上班时间
257,韩领网络科技（上海）有限公司,上海,150-500人,"移动互联网,消费生活",资深前端研发工程师-电商广告平台,2020-05-29 15:56:50,25k-45k,3-5年,大专,,
258,韩领网络科技（上海）有限公司,上海,150-500人,"移动互联网,消费生活",Java专家--电商广告平台,2020-05-29 15:56:50,40k-70k,5-10年,大专,,
259,上海礼尚信息科技有限公司,上海,150-500人,"电商,消费生活",电商运营经理,2020-05-29 17:57:38,10k-18k,5-10年,大专,"1、负责天猫旗舰店的活动专题营销活动策划、活动主题创作、活动文案确定等，并执行推进活动上线，活动资源统筹协调、效果总结评估；  2、负责品牌在淘系和淘外的内容营销的整体规划和落地执行；  3、结合本部门制定的销售计划，协助制定月度、季度在线活动规划编排，掌握活动节奏；  4、使用各种工具监控营销活动过程，对PV/UV/销量/跳失率/转化率等做出专业数据分析，能客观合理地评估活动效果，建立活动档案；  5、了解和分析阿里最新营销玩法和营销产品矩阵，并实时分享给团队和品牌，给予品牌营销建议，提供可执行性创新营销方案； 
",1.本科以上学历，电商、营销类学科者优先考虑，有天猫海外店活动策划工作经验者优先；2.深入了解电商营销策划，了解用户群体消费习惯，了解天猫操作等；3.具备优秀的PPT能力，能够根据不同的项目类型及需求撰写营销方案；4.沟通和团队合作能力，能够顺畅与公司内部团队，客户沟通，共同合作完成目标，拥有较强的学习能力和执行力，具备主动性；5.较强的创意营销思维，优良的文字功底和创新力。
260,大连瀚祈商贸有限公司,上海,50-150人,"电商,消费生活",电商运营总监,2020-05-29 16:07:06,15k-20k,3-5年,本科,"1、 在公司整体战略规划指导下，全面负责公司各电子商务平台的规划、搭建与营运并制定电商平台运营目标组织实施；
2、全面负责公司各电商平台的运营环境、交易规则、运营管理和推广工作； 3、根据目标市场、产品特性、竞争态势、客户需求等调查，撰写市场分析、创意新的盈利模式，策划并制定有效的网站运营、业务拓展和产品销售的综合营销策略，促进商品销售快速增长，增加影响力、美誉度、优化店铺及商品排名；
4、 负责电子商务平台营销过程中与其他媒介的沟通，制定各种商务合作方案和商务活动推广计划，实施评估与监控，确定宣传内容并采取多种方式和渠道宣传推广电子商务平台；
5、负责电子商务平台品牌建设、诚信推广以及网络营销危机公关；6、收集并分析总结竞争对手信息、市场环境、行业信息和公司产品等信息，提供有效应对方案，及时调整电商平台运营；
7、制定电商整体运营和推广方案并负责实施，对运营和推广效果，如商城店铺的IP、 PV、销量、 跳出率、地域分布、转化率等做出专业的数据汇总、评估和趋势分析；
8、负责电商平台的日常管理和活动对接；负责店内商品规划、品牌定调、卖点提炼；
9、精通电商平台基本搜索规则，优化搜索，提高点击率、浏览量、转化率和成交量,熟练使用直通车、钻展、淘宝等推广工具；10、熟练运用软文、交换链接、邮件推广、SNS推广、论坛推广等各推广方式展开电商运营； 11、负责电商团队岗位设置、人员招聘、培训、日常管理及团队业绩考核；
12、监测公司电商平台的运营水平，建立与商品、视觉、推广、服务、物流等相关的运营标准和作业流程，跟踪执行并不断优化，提高部门工作效率；设计各项运营指标，如流量指标、会员注册率指标、专题页面点击率指标、产品上架受欢迎度指标等，制定达成方案并逐步跟进；13、负责与公司各部门人员沟通协调。
","1、热爱电子商务，愿意接受挑战，有强烈的赚钱欲望和团队合作精神；
2、40周岁以下，大专以上学历，电子商务、市场营销、计算机等专业优先；3、熟悉互联网、电子商务市场动态；有5年以上的互联网产品，如B2C、C2C工作经验或大型电子商务网站(如淘宝、天猫、京东、唯品会、微商等)）成功运营经验；熟悉电商平台的基础操作、运营、交易模式和推广规则，熟悉平台内部各类促销活动、广告投放的策划及推广营销；对店铺装修、用户体验、商品款式描述等细节运营具有丰富的经验；
4、具备组织领导能力，3年以上团队管理经验；对商品推广、美工、文案、策划、客服、物流等岗位的人员管理经验丰富；
5、通过相关软件进行网店日常管理、维护和产品更新，具备商品规划能力，精通低成本网络营销；"
261,大连瀚祈商贸有限公司,上海,50-150人,"电商,消费生活",电商营销经理,2020-05-29 16:07:06,15k-25k,3-5年,大专,,
262,上海慈怀文化艺术发展有限公司,上海,15-50人,移动互联网,电商选品,2020-05-29 13:58:31,8k-12k,1-3年,本科,,
263,上海乐麦网络科技有限公司,上海,500-2000人,"电商,企业服务",资深电商方案顾问,2020-05-29 16:54:04,15k-30k,3-5年,本科,"1、协助销售推进客户，提出电商系统的售前方案；
2、项目签约后带领实施工程师做需求调研，出项目解决方案，并把控项目整体进度；
3、销售、实施等员工专业技能培训；
4、客户应用价值、样板案例等整理归纳。

","1、本科以上学历，有3-5年供应链软件产品实施项目经理经验；
2、积极主动，能有效的沟通客户，传达需求；
3、有一定文字功底，能良好的使用OFFIC办公软件。

base"
